inci_id,offense,date_rept,street,date_occu,csstatus,dispostn,
2004002475,,9/24/04 0:00,SOUTH ROAD AND RALIEGH,9/24/04 0:00,,,
2004002476,LARCENY OF LAPTOP,9/24/04 0:00,DENTISTRY SCH OF UNC,9/22/04 0:00,4,,
2004002477,,9/24/04 0:00,RALEIGH ROAD,9/24/04 0:00,,,
2004002478,,9/24/04 0:00,SOUTH RD @ CEMETARY,9/24/04 0:00,,,
2004002479,,9/24/04 0:00,HOUSE LIBRARY R B UNC,9/24/04 0:00,,,
2004002480,,9/24/04 0:00,CAMERON / BYNUM,9/24/04 0:00,,,
2004002481,TRESPASSING - SECOND DEGREE,9/24/04 0:00,DAVIS WALTER R LIBRARY UNC,9/24/04 0:00,3,2,
2004002482,,9/25/04 0:00,HAMILTON AND HWY 54,9/25/04 0:00,3,2,
2004002483,EMS ASSIST,9/25/04 0:00,BELL TOWER/SOUTH RD,9/25/04 0:00,2,,
2004002484,TRESPASSING - SECOND DEGREE,9/25/04 0:00,AVERY UNC,9/25/04 0:00,2,,
2004002485,,9/25/04 0:00,SOUTH COLUMBIA,9/25/04 0:00,,,
2004002486,,9/25/04 0:00,CRAIGE UNC,9/25/04 0:00,,,
2004002487,LARCENY-FELONY,9/25/04 0:00,KENAN STADIUM UNC,9/18/04 0:00,4,,
2004002488,,9/25/04 0:00,KENAN STADIUM UNC,9/25/04 0:00,,,
2004002489,,9/25/04 0:00,FRANKLIN ST @ COLUMBIA,9/25/04 0:00,,,
2004002490,,9/25/04 0:00,PITTSBORO AND VANCE,9/25/04 0:00,,,
2004002491,LARCENY FROM A VEHICLE,9/25/04 0:00,LEVEL 5 CARDINAL PARKING DECK,9/25/04 0:00,4,,
2004002492,,9/25/04 0:00,SO COL./MASON FARM RD,9/25/04 0:00,,,
2004002493,,9/25/04 0:00,MANNING DR/S FORDHAM BLVD,9/25/04 0:00,,,
2004002494,,9/25/04 0:00,MOREHEAD PLANETARIUM UNC,9/25/04 0:00,,,
2004002495,EMS ASSIST,9/26/04 0:00,BERRYHILL UNC,9/26/04 0:00,2,,
2004002496,ASSIST CHFD REF. SMOKE INVESTIGATION,9/26/04 0:00,MANLY UNC,9/26/04 0:00,2,,
2004002497,,9/27/04 0:00,S. COLOM/ABERNATHY,9/27/04 0:00,,,
2004002498,,9/27/04 0:00,FRIDAY CENTER LOT,9/27/04 0:00,,,
2004002499,,9/27/04 0:00,MANNING @ WEST,9/27/04 0:00,,,
2004002500,,9/27/04 0:00,SOUTH @ MANNING,9/27/04 0:00,,,
2004002501,VEHICLE DAMAGED,9/27/04 0:00,EHRINGHAUS FIELD PARKING LOT UNC,9/27/04 0:00,2,,
2004002502,,9/27/04 0:00,CONNOR UNC,9/27/04 0:00,,,
2004002503,,9/28/04 0:00,FRANKLIN / SOUTH COLUMBIA,9/28/04 0:00,,,
2004002504,,9/28/04 0:00,HA I CARDINAL PARKING UNC,9/28/04 0:00,,,
2004002505,,9/28/04 0:00,JACKSON CIRCLE /EAST DR.,9/28/04 0:00,,,
2004002506,EMS ASSIST,9/28/04 0:00,SOUTH UNC,9/28/04 0:00,2,,
2004002507,,9/28/04 0:00,SOUTH RD / UNDERGRAD,9/28/04 0:00,,,
2004002508,,9/28/04 0:00,MANNING DR/HOSPITAL DR,9/28/04 0:00,,,
2004002509,,9/28/04 0:00,EAST DR/DOGWOOD DECK,9/28/04 0:00,,,
2004002510,,9/28/04 0:00,MANNING/CRAIGE DORM,9/28/04 0:00,,,
2004002511,CALLS FOR SERVICE,9/28/04 0:00,TARRSON HALL UNC,9/28/04 0:00,2,,
2004002512,,9/28/04 0:00,BELL TOWER GATED,9/28/04 0:00,,,
2004002513,VANDALISM - INJURIES OR TAMPERS WITH VEHICLE,9/28/04 0:00,FOREST THEATRE UNC,9/28/04 0:00,4,,
2004002514,,9/29/04 0:00,SOUTH COLUMBIA /FRAT COURT,9/29/04 0:00,,,
2004002515,LARCENY - MISDEMEANOR,9/29/04 0:00,MOREHEAD VISITORS CENTER,9/28/04 0:00,4,,
2004002516,LARCENY/MISDEMEANOR,9/29/04 0:00,GREENLAW HALL,9/28/04 0:00,3,P,
2004002517,,9/29/04 0:00,MANNING DR/SKIPPER BOWLES DR,9/29/04 0:00,,,
2004002518,,9/29/04 0:00,MANNING DR/S FORDHAM BLVD,9/29/04 0:00,,,
2004002519,LARCENY/MISDEMEANOR,9/29/04 0:00,OLD CLINIC UNC,9/29/04 0:00,3,U,
2004002520,,9/29/04 0:00,CARDINAL DECK ENTRY,9/29/04 0:00,,,
2004002521,,9/29/04 0:00,HOSPITAL DR/MANNING DR,9/29/04 0:00,,,
2004002522,LARCENY/MISDEMEANOR,9/29/04 0:00,AMBULATORY CARE CENTER UNC,9/29/04 0:00,4,,
2004002523,,9/29/04 0:00,S SIDE AREA 1,9/29/04 0:00,,,
2004002524,,9/29/04 0:00,RALIEGHST. MCIVER,9/29/04 0:00,,,
2004002525,,9/29/04 0:00,EMERSON DR.,9/29/04 0:00,,,
2004002526,,9/29/04 0:00,LEAVING MAINNG,9/29/04 0:00,,,
2004002527,,9/29/04 0:00,MANNING NEAR PSB,9/29/04 0:00,,,
2004002528,VANDALISM - DAMAGE TO PROPERTY OR PERSONAL PROP,9/29/04 0:00,AYCOCK UNC,9/29/04 0:00,4,,
2004002529,TRESPASS WARNING,9/30/04 0:00,FINLEY GOLF,9/30/04 0:00,2,,
2004002530,TRESPASS WARNING,9/30/04 0:00,FINLEY GOLF,9/30/04 0:00,2,,
2004002531,TRESPASS WARNING ISSUED,9/30/04 0:00,FINLEY GOLF COURSE,9/30/04 0:00,2,,
2004002534,,9/30/04 0:00,CG LOT/OFF MANNING  WEST,9/30/04 0:00,,,
2004002535,,9/30/04 0:00,MACAULEY ST AT PITTSBORO,9/30/04 0:00,,,
2004002536,LARCENY - MISDEMEANOR,9/30/04 0:00,HILL HALL,9/27/04 0:00,4,,
2004002537,,9/30/04 0:00,MANNING DR/WEST DR,9/30/04 0:00,,,
2004002538,,9/30/04 0:00,SKIPPER BOWLES DR/MANNING DR,9/30/04 0:00,,,
2004002539,,9/30/04 0:00,WEST AT MANNING,9/30/04 0:00,,,
2004002540,LARCENY - MISDEMEANOR,9/30/04 0:00,TEAGUE UNC,9/30/04 0:00,4,,
2004002541,,9/30/04 0:00,MANNING DR/EAST DR,9/30/04 0:00,,,
2004002542,,9/30/04 0:00,S 6 LOT,9/30/04 0:00,,,
2004002543,LARCENY OF A LICENSE PLATE,9/30/04 0:00,UNC ER,9/30/04 0:00,2,,
2004002544,,9/30/04 0:00,MANNING AT MORRISON,9/30/04 0:00,,,
2004002545,,9/30/04 0:00,MANNING DR/CRAIGE DR,9/30/04 0:00,,,
2004002546,,9/30/04 0:00,MANNING DR/S COLUMBIA ST,9/30/04 0:00,,,
2004002547,,9/30/04 0:00,COUNTRY CLUB RD/RALEIGH RD,9/30/04 0:00,,,
2004002548,VANDALISM - DAMAGE TO PROPERTY OR PERSONAL PROP,9/30/04 0:00,GREENLAW UNC,9/30/04 0:00,2,,
2004002533,EMS ASSIST,9/30/04 2:25,EMERSON DR,9/30/04 0:00,2,,
2004002549,TRESPASSING - SECOND DEGREE,10/1/04 0:00,DAVIS WALTER R LIBRARY UNC,10/1/04 0:00,3,2,
2004002550,,10/1/04 0:00,MANNING AND SKIPPER BOWLES,10/1/04 0:00,,,
2004002551,,10/1/04 0:00,SECU OFF PITTSBORO,10/1/04 0:00,,,
2004002552,,10/1/04 0:00,RALEIGH RD,10/1/04 0:00,,,
2004002553,,10/1/04 0:00,CRAIGE UNC,10/1/04 0:00,,,
2004002554,SUSPICIOUS CONDITION(S),10/1/04 0:00,DAVIE HALL,10/1/04 0:00,1,,
2004002555,LARCENY FROM BUILDING,10/1/04 0:00,GREENLAW UNC,9/29/04 0:00,3,2,
2004002557,MV THEFT - AUTOMOBILE,10/1/04 0:00,MANNING PARKING LOT UNC,9/27/04 0:00,3,U,
2004002558,EMS ASSIST,10/1/04 0:00,MURPHEY UNC,10/1/04 0:00,4,,
2004002556,INJURY TO PERSONAL PROPERTY,10/2/04 0:00,PR LOT,9/19/04 0:00,1,,
2004002559,EMS ASSIST,10/2/04 0:00,DAVIS DR,10/2/04 0:00,4,,
2004002560,,10/2/04 0:00,DAVIS DR,10/2/04 0:00,,,
2004002561,DAMAGE TO PROPERTY/NON-CRIMINAL,10/2/04 0:00,440 WEST ROSEMARY PARKING LOT,10/2/04 0:00,1,,
2004002562,,10/2/04 0:00,CG HELEPAD,10/2/04 0:00,,,
2004002563,SUSPICIOUS CONDITIONS,10/2/04 0:00,SPENCER UNC,9/19/04 0:00,4,,
2004002564,INJURY TO PERSONAL PROPERTY,10/2/04 0:00,FRIDAY CENTER PARKING LOT,10/2/04 0:00,1,,
2004002565,DOMESTIC DISTURBANCE,10/3/04 0:00,CRAIGE UNC,10/3/04 0:00,1,,
2004002566,,10/3/04 0:00,PAUL GRN THEATRE UNC,10/3/04 0:00,,,
2004002567,EMPLOYEE INJURIED,10/3/04 0:00,MANNING DR. NEAR EHRINGHAUS DR. PVA,10/3/04 0:00,2,,
2004002568,LARCENY OF A BICYCLE,10/3/04 20:05,WHITEHEAD UNC,9/29/04 0:00,4,,
2004002569,,10/4/04 0:00,STADIUM DR/GATE 6,10/4/04 0:00,,,
2004002571,LARCENY OF BICYCLE,10/4/04 0:00,NASH LOT,10/4/04 0:00,4,,
2004002572,,10/4/04 0:00,UNIVERSITY INN RALEIGH RD,10/4/04 0:00,,,
2004002573,LARCENY FROM BUILDING,10/4/04 0:00,CARROLL UNC,10/1/04 0:00,4,,
2004002574,,10/4/04 0:00,MF NEAR DOGWOOD,10/4/04 0:00,,,
2004002575,HARASSMENT BY PHONE AND E-MAIL,10/4/04 0:00,MORRISON DORM,10/4/04 0:00,4,,
2004002576,VANDALISM - DAMAGE TO PROPERTY OR PERSONAL PROP,10/4/04 0:00,MANNING UNC,10/4/04 0:00,4,,
2004002577,LARCENY/MISDEMEANOR,10/4/04 0:00,HANES UNC,10/1/04 0:00,4,,
2004002578,,10/4/04 0:00,HOSP DR,10/4/04 0:00,,,
2004002579,LARCENY FROM A VEHICLE/ PARKING PERMIT,10/4/04 0:00,NASH LOT,9/29/04 0:00,4,,
2004002580,,10/4/04 0:00,MASON FARM RD/ACC,10/4/04 0:00,,,
2004002581,,10/4/04 0:00,SPENCER DORM,10/4/04 0:00,3,2,
2004002583,HARASSMENT VIA E-MAIL,10/4/04 0:00,PUBLIC SAFETY BUILDING UNC,10/4/04 0:00,4,,
2004002584,LARCENY - MISDEMEANOR,10/4/04 21:11,BOWMAN GRAY POOL,10/4/04 20:05,1,,
2004002585,CALLS FOR SERVICE-EMS ASSIST,10/5/04 0:00,EHRINGHAUS UNC,10/5/04 0:00,,,
2004002586,,10/5/04 0:00,MANNING DR @ WOMENS  HOSPITAL,10/5/04 0:00,,,
2004002587,LARCENY OF BICYCLE SEAT AND ASSEMBLY,10/5/04 0:00,HAMILTON HALL,10/1/04 0:00,4,,
2004002588,,10/5/04 0:00,S COLUMBIA @ WEST WOOD,10/5/04 0:00,,,
2004002589,,10/5/04 0:00,MANNING DRIVE @ DOGWOOD @ BUS STOP,10/5/04 0:00,,,
2004002590,,10/5/04 0:00,EAST DRIVE  @ DOGWOOD DECK,10/5/04 0:00,,,
2004002591,LARCENY - MISDEMEANOR,10/5/04 0:00,HINTON JAMES DORM NORTH,10/3/04 0:00,4,,
2004002592,,10/5/04 0:00,DPS SALLY PORT,10/5/04 0:00,,,
2004002593,,10/5/04 0:00,RALEIGH RD COUNTRY CLUB,10/5/04 0:00,,,
2004002594,,10/5/04 0:00,MASON FARM RD  HIBBARD DR,10/5/04 0:00,,,
2004002595,,10/6/04 0:00,RALEIGH RD  GENERAL ADMIN,10/6/04 0:00,,,
2004002596,,10/6/04 0:00,RALEIGH  AND GENERAL ADMIN,10/6/04 0:00,,,
2004002597,LARCENY - MISDEMEANOR,10/6/04 0:00,HA II DOGWOOD PARKING UNC,10/6/04 0:00,2,,
2004002598,BURNING OF PERSONAL PROPERTY,10/6/04 0:00,THE PIT,10/6/04 0:00,3,2,
2004002599,,10/6/04 0:00,BELL TOWER PARKING LOT UNC,10/6/04 0:00,,,
2004002600,VANDALISM - DAMAGE TO PROPERTY OR PERSONAL PROP,10/6/04 0:00,SWAIN UNC,10/6/04 0:00,4,,
2004002601,LARCENY/MISDEMEANOR,10/6/04 0:00,EHRINGHAUS SOUTH UNC,10/6/04 0:00,4,,
2004002602,,10/6/04 0:00,THURSTONBOWLES CENTER UNC,10/6/04 0:00,,,
2004002603,,10/6/04 0:00,S ROAD IOG,10/6/04 0:00,,,
2004002604,,10/7/04 0:00,ENTRANCE GLENN LENNOX,10/7/04 0:00,,,
2004002605,TRESPASSING - SECOND DEGREE,10/7/04 0:00,PLAYMAKERS THEATER UNC,10/7/04 0:00,2,,
2004002606,,10/7/04 0:00,HOSPITAL DR @ MANNING DR.,10/7/04 0:00,,,
2004002607,,10/7/04 0:00,WEST DR. @ MANNING,10/7/04 0:00,,,
2004002608,,10/7/04 0:00,MANNING AND COLUMBIA,10/7/04 0:00,,,
2004002609,,10/8/04 0:00,MANNING,10/8/04 0:00,,,
2004002610,,10/8/04 0:00,SOUTH COLUMBIA  BELL TOWER,10/8/04 0:00,3,2,
2004002611,,10/8/04 0:00,RALEIGH RD JUST PASS GLENN LENNOX,10/8/04 0:00,,,
2004002612,,10/8/04 0:00,MORRISON CIR.,10/8/04 0:00,,,
2004002613,MV THEFT - AUTOMOBILE,10/8/04 0:00,S-11 PARKING,10/7/04 0:00,4,,
2004002614,LARCENY - MISDEMEANOR,10/8/04 0:00,WILSON-DYE SCIENCE COMPLEX CONST. SITE,10/6/04 0:00,4,,
2004002615,EMS ASSIST,10/8/04 0:00,MORRISON UNC,10/8/04 0:00,2,,
2004002616,,10/8/04 0:00,BIG FRAT COURT,10/8/04 0:00,,,
2004002617,DAMAGE TO PROPERTY,10/8/04 0:00,SWAIN UNC,10/8/04 0:00,2,,
2004002618,INJURY TO REAL PROPERTY,10/8/04 0:00,HINTON JAMES NORTH UNC,10/8/04 0:00,2,,
2004002619,LARCENY - MISDEMEANOR,10/8/04 0:00,FETZER GYM ROBERT A UNC,10/7/04 0:00,4,,
2004002621,,10/8/04 0:00,FRIDAY CENTER UNC,10/8/04 0:00,,,
2004002622,VANDALISM - DAMAGE TO VEHICLE,10/8/04 0:00,BELL TOWER UNC,10/8/04 0:00,4,,
2004002623,,10/8/04 0:00,FRIDAY CENTER UNC,10/8/04 0:00,,,
2004002624,LARCENY - MISDEMEANOR,10/8/04 0:00,CRAIGE UNC,10/7/04 0:00,4,,
2004002625,LARCENY FROM A VEHICLE,10/8/04 0:00,FRIDAY CENTER P&R LOT,10/8/04 0:00,2,,
2004002620,HARRASSING PHONE CALLS,10/8/04 13:24,KNAPP UNC,10/6/04 19:00,2,,
2004002626,EMS CALL,10/9/04 0:00,CRAIGE UNC,10/9/04 0:00,2,,
2004002627,Assault On Female,10/9/04 0:00,HINTON JAMES UNC,10/9/04 0:00,3,R,
2004002628,TRESPASSING - SECOND DEGREE-WARNING,10/9/04 0:00,SOUTH RD,10/9/04 0:00,2,,
2004002629,,10/9/04 0:00,KENAN STADIUM UNC,10/9/04 0:00,,,
2004002630,LARCENY -,10/9/04 0:00,KENAN STADIUM UNC,10/9/04 0:00,3,U,
2004002631,EMS CALL,10/9/04 0:00,MANNING  @ BOWLES,10/9/04 0:00,2,,
2004002632,,10/9/04 0:00,E CAMERON AVE/RALEIGH ST,10/9/04 0:00,,,
2004002633,,10/9/04 0:00,KENAN STADIUM UNC,10/9/04 0:00,,,
2004002634,LIQUOR - ALL OTHER LIQUOR LAW VIOLATION,10/9/04 0:00,MORRISON UNC,10/9/04 0:00,2,,
2004002635,VANDALISM - DAMAGE TO PROPERTY OR PERSONAL PROP,10/9/04 0:00,SWAIN LOT,10/9/04 0:00,2,,
2004002636,LOST PROPERTY,10/10/04 0:00,NORTHERN UNC CAMPUS,10/9/04 0:00,2,,
2004002637,CALLS FOR SERVICE,10/10/04 0:00,MORRISON SOUTH UNC,10/10/04 0:00,2,,
2004002638,,10/10/04 0:00,SOUTH RD / BELL TOWER,10/10/04 0:00,,,
2004002639,,10/10/04 0:00,RALEIGH ST/E FRANKLIN ST,10/10/04 0:00,,,
2004002640,VANDALISM - DAMAGE TO PROPERTY (PARKING LOT GATE ARMS),10/10/04 0:00,(PVA) PARKING LOT 440 NORTH LOT,10/10/04 0:00,2,,
2004002641,SUSPICIOUS CONDITIONS,10/10/04 0:00,AVERY UNC,10/10/04 0:00,2,,
2004002643,LARCENY - MISDEMEANOR,10/10/04 0:00,MORRISON UNC,10/10/04 0:00,2,,
2004002642,LARCENY FROM A VEHICLE,10/10/04 15:12,SOUTH RD.,10/10/04 14:00,4,,
2004002644,DRUG VIOLATION,10/11/04 0:00,CONNOR UNC,10/11/04 0:00,3,C,
2004002645,,10/11/04 0:00,ER DRIVE,10/11/04 0:00,,,
2004002646,INJURY TO PERSONAL PROPERTY,10/11/04 0:00,RENEE LYNNE CT,10/11/04 0:00,2,,
2004002647,,10/11/04 0:00,WEST DR/MANNING DR,10/11/04 0:00,,,
2004002649,SUSPICIOUS CONDITION,10/11/04 0:00,MCGAVRAN-GREENBERG HALL,10/11/04 0:00,2,,
2004002650,SUSPICIOUS CONDITION,10/11/04 0:00,THURSTON-BOWLES BLDG.-FIRST FLOOR,10/11/04 0:00,2,,
2004002651,EMS ASSIST,10/11/04 0:00,SWAIN HALL (NEAR CAMERON AVE.),10/11/04 0:00,2,,
2004002652,,10/11/04 0:00,CAMERON @OLD EAST,10/11/04 0:00,,,
2004002653,LARCENY - BREAKING AND ENTERING,10/12/04 0:00,HAMILTON HALL (RM 102),10/11/04 0:00,3,2,
2004002654,SUSPICIOUS CONDITIONS,10/12/04 0:00,GENERAL ADMINISTRATION UNC,10/4/04 0:00,4,,
2004002655,CALLS FOR SERVICE SUSPICIOUS CONDITIONS,10/12/04 0:00,PR LOT,9/30/04 0:00,2,,
2004002656,,10/12/04 0:00,HEDRICK BLDG JAMES T UNC,10/12/04 0:00,,,
2004002657,SUSPICIOUS CONDITION,10/12/04 0:00,"MARY ELLEN JONES, FIRST FLOOR",10/12/04 0:00,4,,
2004002658,LOST PROPERTY (PURSE),10/12/04 0:00,BATTLE LAN ACROSS FROM PARK PLACE,10/9/04 0:00,3,U,
2004002659,HARASSMENT,10/12/04 0:00,HINTON JAMES UNC,10/8/04 0:00,2,,
2004002660,MISDEMEANOR LARCENY,10/12/04 0:00,AVERY DORM (BIKE RACK IN FRONT),10/8/04 0:00,4,,
2004002661,LARCENY OF CASH,10/12/04 0:00,HINTON-JAMES UNC,10/3/04 0:00,4,,
2004002662,,10/13/04 0:00,RIDGE RD,10/13/04 0:00,,,
2004002663,,10/13/04 0:00,SOUTH ROAD METERS,10/13/04 0:00,,,
2004002664,MISDEMEANOR LARCENY,10/13/04 0:00,CRAIGE RESIDENCE HALL-BICYCLE RACKS,10/3/04 0:00,4,,
2004002665,LARCENY OF EQUIPMENT,10/13/04 0:00,UNDERGROUND TUNNEL (SOUTH CHILLER),10/11/04 0:00,3,R,
2004002666,LARCENY FROM A VEHICLE,10/13/04 18:32,FRIDAY CENTER PARK & RIDE,10/13/04 8:15,4,,
2004002667,EMS ASSIST,10/14/04 0:00,MASON FARM RD,10/14/04 0:00,2,,
2004002668,,10/14/04 0:00,VENABLE UNC,10/14/04 0:00,,,
2004002669,DOMESTIC DISTURBANCE,10/14/04 23:17,"RONALD MCDONALD HOUSE, MASON FARM RD",10/14/04 23:05,2,,
2004002670,,10/15/04 0:00,FORDHAM  AND 54,10/15/04 0:00,,,
2004002672,LARCENY FROM A VEHICLE,10/15/04 0:00,EHRINGHAUS FIELD PARKING LOT UNC,10/14/04 0:00,2,,
2004002673,VANDALISM - INJURIES OR TAMPERS WITH VEHICLE,10/15/04 0:00,S-4 PARKING LOT UNC,10/14/04 0:00,2,,
2004002674,,10/15/04 0:00,MANNING/H JAMES,10/15/04 0:00,,,
2004002675,,10/15/04 0:00,SOUTH COLUMBIA/ MCCAULEY,10/15/04 0:00,,,
2004002676,,10/15/04 0:00,CG HELIPAD LOT,10/15/04 0:00,,,
2004002677,,10/15/04 0:00,MASON FARM RD/WEST DR,10/15/04 0:00,,,
2004002678,DRUGS- EQUIPMENT/PARAPHERNALIA - POSSESSING/C,10/15/04 0:00,MANGUM UNC,10/15/04 0:00,3,C,
2004002679,,10/15/04 0:00,CAROLINA INN UNC,10/15/04 0:00,,,
2004002671,LARCENY FROM A VEHICLE,10/15/04 2:29,STADIUM DR,10/14/04 23:45,4,,
2004002680,,10/16/04 0:00,MANNIGNG / BENNETTE,10/16/04 0:00,,,
2004002681,,10/16/04 0:00,MANNING DR,10/16/04 0:00,,,
2004002682,,10/16/04 0:00,COUNTRY CLUB NEAR PGT,10/16/04 0:00,,,
2004002683,VANDALISM - DAMAGE TO PROPERTY OR PERSONAL PROP,10/17/04 0:00,CAROLINA INN UNC,10/15/04 0:00,2,,
2004002684,,10/17/04 0:00,OLD EAST DORM,10/17/04 0:00,,,
2004002685,LARCENY - MISDEMEANOR,10/17/04 0:00,OLD EAST DORM,10/13/04 0:00,4,,
2004002686,,10/17/04 0:00,COUNTRY CLUB / AYCOCK,10/17/04 0:00,,,
2004002687,,10/17/04 0:00,TOTTEN GARDEN CENTER UNC,10/17/04 0:00,,,
2004002688,CALLS FOR SERVICE,10/17/04 0:00,GRIMES UNC,10/17/04 0:00,2,,
2004002689,LARCENY/MISDEMEANOR,10/18/04 0:00,GREENLAW UNC,10/13/04 0:00,4,,
2004002690,LARCENY FROM A VEHICLE,10/18/04 0:00,HINTON JAMES PARKING LOT UNC,10/17/04 0:00,4,,
2004002691,,10/18/04 0:00,MANNING/DOGWOOD,10/18/04 0:00,,,
2004002692,,10/18/04 0:00,PITTSBORO ST/CAROLINA INN,10/18/04 0:00,,,
2004002693,,10/18/04 0:00,RALEIGH RD/COUNTRY CLUB RD,10/18/04 0:00,,,
2004002694,,10/18/04 0:00,MANNING DRIVE @  HOSP,10/18/04 0:00,,,
2004002695,LARCENY - MISDEMEANOR,10/18/04 0:00,GRIMES UNC,10/13/04 0:00,4,,
2004002696,,10/19/04 0:00,MANNING DR/CRAIGE DR,10/19/04 0:00,,,
2004002697,INJURY TO PERSONAL PROPERTY,10/19/04 0:00,S11 MANNING LOT /,10/17/04 0:00,4,,
2004002698,,10/19/04 0:00,MANNING LOT,10/19/04 0:00,,,
2004002699,EMS ASSIST,10/19/04 0:00,FINLEY GLF CRSE RD 212 UNC,10/19/04 0:00,2,,
2004002700,,10/19/04 0:00,MASON FARM /TAYLOR,10/19/04 0:00,,,
2004002701,,10/19/04 0:00,BELL TOWER PARKING LOT UNC,10/19/04 0:00,3,2,
2004002702,FIRE ALARM,10/20/04 0:00,EHRINGHAUS UNC,10/20/04 0:00,3,R,
2004002703,,10/20/04 0:00,MANNING DR,10/20/04 0:00,,,
2004002704,,10/20/04 0:00,CRAIGE DECK 1ST LEVEL,10/20/04 0:00,,,
2004002705,HARASSING PHONE CALLS,10/20/04 0:00,AIRPORT RD,10/4/04 0:00,4,,
2004002706,VANDALISM - DAMAGE TO REAL PROPERTY,10/21/04 0:00,GRAHAM STUDENT UNION UNC,10/20/04 0:00,4,,
2004002707,,10/21/04 0:00,UNDERGRAD PARKING LOT UNC,10/21/04 0:00,,,
2004002708,LARCENY-FELONY,10/21/04 0:00,ADMINISTRATIVE OFFICE UNC,1/2/04 0:00,4,,
2004002709,LOST PROPERTY,10/21/04 0:00,HICKERSON HOUSE UNC,10/7/04 0:00,2,,
2004002710,,10/21/04 0:00,MANNING AND WEST,10/21/04 0:00,,,
2004002711,,10/21/04 0:00,CRAIGE DECK,10/21/04 0:00,,,
2004002712,LARCENY OF BICYCLE,10/21/04 0:00,WINSTON DORM,10/12/04 0:00,4,,
2004002713,,10/21/04 0:00,CAROLINA INN UNC,10/21/04 0:00,,,
2004002715,,10/22/04 0:00,AMBULATORY CARE CENTER UNC,10/22/04 0:00,,,
2004002716,,10/22/04 0:00,EHRINGHAUS PARKING LOT UNC,10/22/04 0:00,,,
2004002717,,10/22/04 0:00,FORDHAM,10/22/04 0:00,,,
2004002719,LARCENY FROM A VEHICLE,10/22/04 0:00,CRAIGE PARKING DECK,10/18/04 0:00,4,,
2004002720,,10/22/04 0:00,SOUTH BOUND FORDHAM,10/22/04 0:00,,,
2004002721,,10/22/04 0:00,E CAMERON AVE/EMERSON DR,10/22/04 0:00,,,
2004002714,CALLS FOR SERVICE,10/22/04 3:43,HINTON JAMES NORTH UNC,10/22/04 3:43,2,,
2004002718,CALLS FOR SERVICE,10/22/04 20:15,EHRINGHAUS UNC,10/22/04 0:00,2,,
2004002722,,10/23/04 0:00,PITTSBORO ST/W CAMERON AVE,10/23/04 0:00,,,
2004002723,VANDALISM - INJURIES OR TAMPERS WITH VEHICLE,10/23/04 0:00,BOSHAMER STADIUM PVA,10/23/04 0:00,2,,
2004002724,VANDALISM - DAMAGE TO PROPERTY OR PERSONAL PROP,10/23/04 0:00,SPENCER DORM,10/22/04 0:00,2,,
2004002725,LARCENY/MISDEMEANOR,10/23/04 0:00,MORRISON DORM BIKE RACK,10/22/04 0:00,2,,
2004002726,,10/23/04 0:00,GIMGHOUL,10/23/04 0:00,,,
2004002727,,10/23/04 0:00,CAMERON AVE// S COLUMBIA,10/23/04 0:00,,,
2004002728,VANDALISM - DAMAGE TO REAL PROPERTY,10/24/04 0:00,UTILITY PARKING LOT,10/24/04 0:00,3,C,
2004002729,HARASSMENT,10/24/04 13:38,CARMICHAEL RES HALL UNC,10/24/04 13:38,3,R,
2004002730,,10/25/04 0:00,EAST FRANKLIN/BOUNDRY,10/25/04 0:00,,,
2004002731,,10/25/04 0:00,FINLEY GOLF COURSE,10/25/04 0:00,,,
2004002732,VANDALISM - DAMAGE TO PROPERTY OR PERSONAL PROP,10/25/04 0:00,W CAMERON AVE,10/22/04 0:00,2,,
2004002733,,10/25/04 0:00,SWAIN LOT,10/25/04 0:00,,,
2004002734,SUSPICIOUS CONDITIONS,10/25/04 0:00,MCGAVRANGREENBERG HAL UNC,10/25/04 0:00,2,,
2004002736,SUSPICIOUS CONDITIONS,10/25/04 0:00,DENTAL RESEARCH UNC,10/25/04 0:00,2,,
2004002737,SUSPICIOUS CONDITIONS,10/25/04 0:00,BERRYHILL HALL UNC,10/25/04 0:00,2,,
2004002738,COUNTERFEITING - USING,10/25/04 0:00,ACC EXPRESS UNC,10/25/04 0:00,4,,
2004002739,,10/25/04 0:00,MANNING/ ER,10/25/04 0:00,,,
2004002740,EMS ASSIST,10/25/04 0:00,A.C.C.,10/25/04 0:00,2,,
2004002741,DAMAGE TO MOTOR VEHICLE NON-CRIMINAL,10/25/04 0:00,P.V.A.(HEDRICK BLDG),10/25/04 0:00,2,,
2004002742,,10/25/04 0:00,MASON FARM RD & SOUTH COL.,10/25/04 0:00,,,
2004002743,MISDEMEANOR LARCENY,10/25/04 0:00,MORRISON CIR. PVA (BIKE RACKS),10/24/04 0:00,4,,
2004002735,SUSPICIOUS CONDITIONS,10/25/04 14:50,THURSTONBOWLES CENTER UNC,10/25/04 13:30,2,,
2004002744,,10/26/04 0:00,SO CLOUMBIA/SITTERSON,10/26/04 0:00,,,
2004002745,LARCENY FROM A VEHICLE,10/26/04 0:00,BOWLES PARKING LOT,10/25/04 0:00,2,,
2004002747,,10/26/04 0:00,SO COLUMBIA/ N MEDICAL DR,10/26/04 0:00,,,
2004002748,LARCENY OF A PARKING PERMIT,10/26/04 0:00,UNC,10/19/04 0:00,2,,
